0,0.500000,1.000000,0.000000,0.000000,0.000000,0.000000,0.998385,NaN,dense_nn
1,0.576248,0.043478,0.001921,0.956522,0.804027,0.956522,0.197202,0.003834,dense_nn_SMOTE
2,0.951378,0.071429,0.058371,0.928571,0.025816,0.928571,0.974106,0.109837,lightgbm_bce
3,0.406788,0.206522,0.001308,0.793478,0.979902,0.793478,0.021348,0.002612,light_nn
4,0.325189,0.358696,0.001046,0.641304,0.990927,0.641304,0.010094,0.002088,light_nn_SMOTE
5,0.820582,0.358696,0.880597,0.641304,0.000141,0.641304,0.999280,0.742138,logistic_regression
6,0.869530,0.260870,0.944444,0.739130,0.000070,0.739130,0.999508,0.829268,random_forest
